BHID,LANDUSE,UserInput_CN2,Area.ha.Input.std,SWATCalc_CN2,LULC,FIMP,FPervious,BHCalcCN2,QA_Does_SWATCalc_Match_BHCalc
2393,URML,61,1.42,69.23,BERM,0.275,0.725,69.23,TRUE
2394,URML,61,0.09,69.23,BERM,0.275,0.725,69.23,TRUE
2395,URML,61,0.19,69.23,BERM,0.275,0.725,69.23,TRUE
2396,URML,61,0.09,69.23,BERM,0.275,0.725,69.23,TRUE
2397,URML,80,0.09,84,BERM,0.275,0.725,84,TRUE
2398,URML,80,0.38,84,BERM,0.275,0.725,84,TRUE
2399,FRST,55,3.12,55,FRST,0,1,55,TRUE
2400,FRST,55,0.28,55,FRST,0,1,55,TRUE
2401,FRST,55,8.42,55,FRST,0,1,55,TRUE
2402,FRST,55,17.51,55,FRST,0,1,55,TRUE
2403,FRST,55,2.18,55,FRST,0,1,55,TRUE
2404,FRST,55,9.18,55,FRST,0,1,55,TRUE
2405,FRST,55,0.19,55,FRST,0,1,55,TRUE
2406,FRST,55,2.56,55,FRST,0,1,55,TRUE
2407,FRST,55,3.41,55,FRST,0,1,55,TRUE
2408,FRST,55,0.66,55,FRST,0,1,55,TRUE
2409,FRST,55,19.78,55,FRST,0,1,55,TRUE
2410,FRST,55,13.16,55,FRST,0,1,55,TRUE
2411,FRST,55,0.47,55,FRST,0,1,55,TRUE
2412,FRST,55,29.82,55,FRST,0,1,55,TRUE
2413,FRST,55,1.14,55,FRST,0,1,55,TRUE
2414,FRST,55,17.99,55,FRST,0,1,55,TRUE
2415,FRST,55,3.6,55,FRST,0,1,55,TRUE
2416,FRST,55,1.14,55,FRST,0,1,55,TRUE
2417,FRST,55,1.61,55,FRST,0,1,55,TRUE
2418,FRST,55,13.54,55,FRST,0,1,55,TRUE
2419,FRST,55,0.19,55,FRST,0,1,55,TRUE
2420,FRST,55,0.28,55,FRST,0,1,55,TRUE
2421,FRST,55,36.73,55,FRST,0,1,55,TRUE
2422,FRST,55,4.83,55,FRST,0,1,55,TRUE
2423,FRST,55,3.5,55,FRST,0,1,55,TRUE
2424,FRST,55,6.06,55,FRST,0,1,55,TRUE
2425,FRST,55,8.42,55,FRST,0,1,55,TRUE
2426,FRST,55,2.65,55,FRST,0,1,55,TRUE
2427,FRST,55,2.18,55,FRST,0,1,55,TRUE
2428,FRST,55,1.04,55,FRST,0,1,55,TRUE
2429,FRST,55,10.13,55,FRST,0,1,55,TRUE
2430,FRST,55,2.08,55,FRST,0,1,55,TRUE
2431,FRST,70,0.09,70,FRST,0,1,70,TRUE
2432,FRST,55,0.19,55,FRST,0,1,55,TRUE
2433,FRST,55,2.27,55,FRST,0,1,55,TRUE
2434,FRST,55,0.09,55,FRST,0,1,55,TRUE
2435,FRST,55,0.47,55,FRST,0,1,55,TRUE
2436,FRST,55,3.12,55,FRST,0,1,55,TRUE
2437,FRST,55,5.96,55,FRST,0,1,55,TRUE
2438,FRST,55,1.14,55,FRST,0,1,55,TRUE
2439,FRST,55,0.38,55,FRST,0,1,55,TRUE
2440,FRST,55,2.84,55,FRST,0,1,55,TRUE
2441,FRST,55,0.19,55,FRST,0,1,55,TRUE
2442,FRST,77,0.38,77,FRST,0,1,77,TRUE
2443,FRST,77,2.84,77,FRST,0,1,77,TRUE
2444,FRST,77,0.09,77,FRST,0,1,77,TRUE
2445,AGRL,65.14,0.09,65.14,AGRL,0,1,65.14,TRUE
2446,AGRL,65.14,0.57,65.14,AGRL,0,1,65.14,TRUE
2447,AGRL,65.14,0.09,65.14,AGRL,0,1,65.14,TRUE
2448,AGRL,65.14,0.09,65.14,AGRL,0,1,65.14,TRUE
2449,AGRL,65.14,0.19,65.14,AGRL,0,1,65.14,TRUE
2450,AGRL,65.14,0.19,65.14,AGRL,0,1,65.14,TRUE
2451,AGRL,65.14,0.19,65.14,AGRL,0,1,65.14,TRUE
2452,AGRL,65.14,0.09,65.14,AGRL,0,1,65.14,TRUE
2453,AGRL,65.14,0.28,65.14,AGRL,0,1,65.14,TRUE
2454,WETN,69,0.09,69,WETN,0,1,69,TRUE
2455,WETN,69,0.28,69,WETN,0,1,69,TRUE
2456,WETN,69,0.28,69,WETN,0,1,69,TRUE
2457,WETN,69,0.47,69,WETN,0,1,69,TRUE
2458,WETN,69,0.19,69,WETN,0,1,69,TRUE
2459,WETN,69,1.04,69,WETN,0,1,69,TRUE
2460,WETN,69,0.95,69,WETN,0,1,69,TRUE
2461,WETN,69,6.34,69,WETN,0,1,69,TRUE
2462,WETN,69,0.28,69,WETN,0,1,69,TRUE
2463,WETN,69,3.5,69,WETN,0,1,69,TRUE
2464,WETN,69,1.04,69,WETN,0,1,69,TRUE
2465,WETN,69,1.42,69,WETN,0,1,69,TRUE
2466,WETN,69,2.27,69,WETN,0,1,69,TRUE
2467,WETN,69,0.38,69,WETN,0,1,69,TRUE
2468,WETN,69,0.09,69,WETN,0,1,69,TRUE
2469,WETN,69,2.08,69,WETN,0,1,69,TRUE
2470,WETN,69,3.12,69,WETN,0,1,69,TRUE
2471,WETN,69,0.09,69,WETN,0,1,69,TRUE
2472,WETN,69,1.8,69,WETN,0,1,69,TRUE
2473,WETN,69,0.47,69,WETN,0,1,69,TRUE
2474,WETN,69,0.28,69,WETN,0,1,69,TRUE
2475,WETN,84,1.42,84,WETN,0,1,84,TRUE
2476,WETN,84,0.28,84,WETN,0,1,84,TRUE
2477,WATR,92,0.28,92,WATR,0,1,92,TRUE
2478,WATR,92,0.09,92,WATR,0,1,92,TRUE
2479,WATR,92,0.09,92,WATR,0,1,92,TRUE
2480,WATR,92,0.66,92,WATR,0,1,92,TRUE
2481,WATR,92,0.66,92,WATR,0,1,92,TRUE
2482,WETF,66,0.19,66,WETF,0,1,66,TRUE
2483,WETF,66,0.09,66,WETF,0,1,66,TRUE
2484,WETF,66,0.19,66,WETF,0,1,66,TRUE
2485,WETF,66,0.95,66,WETF,0,1,66,TRUE
2486,WETF,66,0.09,66,WETF,0,1,66,TRUE
2487,WETF,66,1.14,66,WETF,0,1,66,TRUE
2488,WETF,66,3.5,66,WETF,0,1,66,TRUE
2489,WETF,66,0.09,66,WETF,0,1,66,TRUE
2490,WETF,66,0.28,66,WETF,0,1,66,TRUE
2491,WETF,66,0.28,66,WETF,0,1,66,TRUE
2492,WETF,66,0.38,66,WETF,0,1,66,TRUE
2493,WETF,83,1.51,83,WETF,0,1,83,TRUE
2494,WETF,83,0.19,83,WETF,0,1,83,TRUE
2495,URHD,61,0.09,93.89,BERM,0.889,0.111,93.89,TRUE
2496,URHD,61,0.09,93.89,BERM,0.889,0.111,93.89,TRUE
2497,URHD,61,0.09,93.89,BERM,0.889,0.111,93.89,TRUE
2498,URML,61,0.66,69.23,BERM,0.275,0.725,69.23,TRUE
2499,URML,61,2.93,69.23,BERM,0.275,0.725,69.23,TRUE
2500,URML,61,6.44,69.23,BERM,0.275,0.725,69.23,TRUE
2501,URML,61,0.09,69.23,BERM,0.275,0.725,69.23,TRUE
2502,URML,61,0.38,69.23,BERM,0.275,0.725,69.23,TRUE
2503,URML,61,1.99,69.23,BERM,0.275,0.725,69.23,TRUE
2504,URML,61,2.27,69.23,BERM,0.275,0.725,69.23,TRUE
2505,URML,61,2.37,69.23,BERM,0.275,0.725,69.23,TRUE
2506,URML,61,5.11,69.23,BERM,0.275,0.725,69.23,TRUE
2507,URML,61,11.64,69.23,BERM,0.275,0.725,69.23,TRUE
2508,URML,61,3.88,69.23,BERM,0.275,0.725,69.23,TRUE
2509,URML,61,6.15,69.23,BERM,0.275,0.725,69.23,TRUE
2510,URML,61,1.7,69.23,BERM,0.275,0.725,69.23,TRUE
2511,URML,61,1.04,69.23,BERM,0.275,0.725,69.23,TRUE
2512,URML,61,0.19,69.23,BERM,0.275,0.725,69.23,TRUE
2513,URML,61,0.76,69.23,BERM,0.275,0.725,69.23,TRUE
2514,URML,61,0.09,69.23,BERM,0.275,0.725,69.23,TRUE
2515,URML,61,0.28,69.23,BERM,0.275,0.725,69.23,TRUE
2516,URML,61,0.47,69.23,BERM,0.275,0.725,69.23,TRUE
2517,URML,61,0.85,69.23,BERM,0.275,0.725,69.23,TRUE
2518,URML,61,2.65,69.23,BERM,0.275,0.725,69.23,TRUE
2519,URML,61,0.76,69.23,BERM,0.275,0.725,69.23,TRUE
2520,URML,61,0.19,69.23,BERM,0.275,0.725,69.23,TRUE
2521,URML,61,1.8,69.23,BERM,0.275,0.725,69.23,TRUE
2522,URML,61,0.28,69.23,BERM,0.275,0.725,69.23,TRUE
2523,URML,61,0.28,69.23,BERM,0.275,0.725,69.23,TRUE
2524,URML,61,0.09,69.23,BERM,0.275,0.725,69.23,TRUE
2525,URML,61,0.09,69.23,BERM,0.275,0.725,69.23,TRUE
2526,URML,61,0.09,69.23,BERM,0.275,0.725,69.23,TRUE
2527,URML,61,0.38,69.23,BERM,0.275,0.725,69.23,TRUE
2528,FRST,55,0.95,55,FRST,0,1,55,TRUE
2529,FRST,55,88.89,55,FRST,0,1,55,TRUE
2530,FRST,55,80.46,55,FRST,0,1,55,TRUE
2531,FRST,55,0.28,55,FRST,0,1,55,TRUE
2532,FRST,55,0.09,55,FRST,0,1,55,TRUE
2533,FRST,55,0.76,55,FRST,0,1,55,TRUE
2534,FRST,55,5.11,55,FRST,0,1,55,TRUE
2535,FRST,55,1.61,55,FRST,0,1,55,TRUE
2536,FRST,55,24.33,55,FRST,0,1,55,TRUE
2537,FRST,55,98.83,55,FRST,0,1,55,TRUE
2538,FRST,55,27.83,55,FRST,0,1,55,TRUE
2539,FRST,55,29.35,55,FRST,0,1,55,TRUE
2540,FRST,55,18.08,55,FRST,0,1,55,TRUE
2541,FRST,55,0.66,55,FRST,0,1,55,TRUE
2542,FRST,55,2.27,55,FRST,0,1,55,TRUE
2543,FRST,55,0.09,55,FRST,0,1,55,TRUE
2544,FRST,55,0.09,55,FRST,0,1,55,TRUE
2545,FRST,55,4.92,55,FRST,0,1,55,TRUE
2546,FRST,55,0.19,55,FRST,0,1,55,TRUE
2547,FRST,55,1.8,55,FRST,0,1,55,TRUE
2548,FRST,55,3.41,55,FRST,0,1,55,TRUE
2549,FRST,55,18.17,55,FRST,0,1,55,TRUE
2550,FRST,55,0.38,55,FRST,0,1,55,TRUE
2551,FRST,55,11.74,55,FRST,0,1,55,TRUE
2552,FRST,55,19.22,55,FRST,0,1,55,TRUE
2553,FRST,55,0.09,55,FRST,0,1,55,TRUE
2554,FRST,55,0.76,55,FRST,0,1,55,TRUE
2555,FRST,55,0.66,55,FRST,0,1,55,TRUE
2556,FRST,55,2.56,55,FRST,0,1,55,TRUE
2557,FRST,55,3.6,55,FRST,0,1,55,TRUE
2558,FRST,55,0.66,55,FRST,0,1,55,TRUE
2559,FRST,55,0.47,55,FRST,0,1,55,TRUE
2560,FRST,77,0.09,77,FRST,0,1,77,TRUE
2561,FRST,55,0.38,55,FRST,0,1,55,TRUE
2562,FRST,55,0.47,55,FRST,0,1,55,TRUE
2563,FRST,55,1.7,55,FRST,0,1,55,TRUE
2564,AGRL,65.14,0.95,65.14,AGRL,0,1,65.14,TRUE
2565,AGRL,65.14,0.95,65.14,AGRL,0,1,65.14,TRUE
2566,AGRL,65.14,0.19,65.14,AGRL,0,1,65.14,TRUE
2567,AGRL,65.14,0.09,65.14,AGRL,0,1,65.14,TRUE
2568,AGRL,65.14,0.66,65.14,AGRL,0,1,65.14,TRUE
2569,AGRL,65.14,0.38,65.14,AGRL,0,1,65.14,TRUE
2570,AGRL,65.14,1.61,65.14,AGRL,0,1,65.14,TRUE
2571,AGRL,65.14,0.57,65.14,AGRL,0,1,65.14,TRUE
2572,AGRL,65.14,0.66,65.14,AGRL,0,1,65.14,TRUE
2573,AGRL,65.14,3.22,65.14,AGRL,0,1,65.14,TRUE
2574,AGRL,65.14,0.09,65.14,AGRL,0,1,65.14,TRUE
2575,AGRL,65.14,0.28,65.14,AGRL,0,1,65.14,TRUE
2576,AGRL,65.14,1.61,65.14,AGRL,0,1,65.14,TRUE
2577,AGRL,65.14,0.09,65.14,AGRL,0,1,65.14,TRUE
2578,AGRL,65.14,7.1,65.14,AGRL,0,1,65.14,TRUE
2579,AGRL,65.14,0.09,65.14,AGRL,0,1,65.14,TRUE
2580,AGRL,65.14,0.09,65.14,AGRL,0,1,65.14,TRUE
2581,AGRL,65.14,0.47,65.14,AGRL,0,1,65.14,TRUE
2582,AGRL,65.14,0.76,65.14,AGRL,0,1,65.14,TRUE
2583,AGRL,65.14,0.09,65.14,AGRL,0,1,65.14,TRUE
2584,AGRL,65.14,0.19,65.14,AGRL,0,1,65.14,TRUE
2585,AGRL,65.14,0.57,65.14,AGRL,0,1,65.14,TRUE
2586,WETN,69,0.09,69,WETN,0,1,69,TRUE
2587,WETN,69,2.08,69,WETN,0,1,69,TRUE
2588,WETN,69,0.28,69,WETN,0,1,69,TRUE
2589,WETN,69,4.17,69,WETN,0,1,69,TRUE
2590,WETN,69,0.09,69,WETN,0,1,69,TRUE
2591,WETN,69,0.09,69,WETN,0,1,69,TRUE
2592,WETN,69,0.38,69,WETN,0,1,69,TRUE
2593,WETN,69,7.1,69,WETN,0,1,69,TRUE
2594,WETN,69,0.19,69,WETN,0,1,69,TRUE
2595,WETN,69,0.09,69,WETN,0,1,69,TRUE
2596,WETN,69,1.61,69,WETN,0,1,69,TRUE
2597,WETN,69,0.19,69,WETN,0,1,69,TRUE
2598,WETN,69,0.09,69,WETN,0,1,69,TRUE
2599,WETN,69,0.09,69,WETN,0,1,69,TRUE
2600,WETN,69,0.09,69,WETN,0,1,69,TRUE
2601,WATR,92,2.56,92,WATR,0,1,92,TRUE
2602,WETF,66,0.09,66,WETF,0,1,66,TRUE
2603,WETF,66,0.57,66,WETF,0,1,66,TRUE
2604,WETF,66,0.85,66,WETF,0,1,66,TRUE
2605,WETF,66,0.09,66,WETF,0,1,66,TRUE
2606,URHD,61,0.19,93.89,BERM,0.889,0.111,93.89,TRUE
2607,URHD,61,0.19,93.89,BERM,0.889,0.111,93.89,TRUE
2608,URHD,61,0.09,93.89,BERM,0.889,0.111,93.89,TRUE
2609,URHD,61,0.09,93.89,BERM,0.889,0.111,93.89,TRUE
2610,URHD,61,0.28,93.89,BERM,0.889,0.111,93.89,TRUE
2611,URHD,61,0.09,93.89,BERM,0.889,0.111,93.89,TRUE
2612,URHD,61,0.09,93.89,BERM,0.889,0.111,93.89,TRUE
2613,URML,61,0.95,69.23,BERM,0.275,0.725,69.23,TRUE
2614,URML,61,0.28,69.23,BERM,0.275,0.725,69.23,TRUE
2615,URML,61,0.09,69.23,BERM,0.275,0.725,69.23,TRUE
2616,URML,61,0.28,69.23,BERM,0.275,0.725,69.23,TRUE
2617,URML,61,0.19,69.23,BERM,0.275,0.725,69.23,TRUE
2618,URML,61,0.09,69.23,BERM,0.275,0.725,69.23,TRUE
2619,URML,61,0.57,69.23,BERM,0.275,0.725,69.23,TRUE
2620,URML,61,0.19,69.23,BERM,0.275,0.725,69.23,TRUE
2621,URML,61,0.38,69.23,BERM,0.275,0.725,69.23,TRUE
2622,URML,61,0.19,69.23,BERM,0.275,0.725,69.23,TRUE
2623,URML,61,0.19,69.23,BERM,0.275,0.725,69.23,TRUE
2624,URML,61,0.66,69.23,BERM,0.275,0.725,69.23,TRUE
2625,URML,61,0.66,69.23,BERM,0.275,0.725,69.23,TRUE
2626,URML,61,0.19,69.23,BERM,0.275,0.725,69.23,TRUE
2627,URML,74,3.41,79.34,BERM,0.275,0.725,79.34,TRUE
2628,URML,74,0.66,79.34,BERM,0.275,0.725,79.34,TRUE
2629,URML,61,0.09,69.23,BERM,0.275,0.725,69.23,TRUE
2630,URML,61,0.09,69.23,BERM,0.275,0.725,69.23,TRUE
2631,URML,61,0.76,69.23,BERM,0.275,0.725,69.23,TRUE
2632,URML,61,1.61,69.23,BERM,0.275,0.725,69.23,TRUE
2633,URML,61,1.33,69.23,BERM,0.275,0.725,69.23,TRUE
2634,URML,61,2.93,69.23,BERM,0.275,0.725,69.23,TRUE
2635,URML,61,0.19,69.23,BERM,0.275,0.725,69.23,TRUE
2636,URML,74,0.09,79.34,BERM,0.275,0.725,79.34,TRUE
2637,URML,74,0.28,79.34,BERM,0.275,0.725,79.34,TRUE
2638,URML,74,0.66,79.34,BERM,0.275,0.725,79.34,TRUE
2639,URML,61,2.08,69.23,BERM,0.275,0.725,69.23,TRUE
2640,URML,61,0.57,69.23,BERM,0.275,0.725,69.23,TRUE
2641,URML,61,0.57,69.23,BERM,0.275,0.725,69.23,TRUE
2642,URML,61,3.22,69.23,BERM,0.275,0.725,69.23,TRUE
2643,URML,61,2.93,69.23,BERM,0.275,0.725,69.23,TRUE
2644,URML,61,0.19,69.23,BERM,0.275,0.725,69.23,TRUE
2645,URML,61,0.28,69.23,BERM,0.275,0.725,69.23,TRUE
2646,URML,61,0.09,69.23,BERM,0.275,0.725,69.23,TRUE
2647,URML,61,1.23,69.23,BERM,0.275,0.725,69.23,TRUE
2648,URML,61,0.19,69.23,BERM,0.275,0.725,69.23,TRUE
2649,URML,61,1.51,69.23,BERM,0.275,0.725,69.23,TRUE
2650,URML,61,0.28,69.23,BERM,0.275,0.725,69.23,TRUE
2651,URML,61,5.4,69.23,BERM,0.275,0.725,69.23,TRUE
2652,URML,61,0.09,69.23,BERM,0.275,0.725,69.23,TRUE
2653,URML,61,1.14,69.23,BERM,0.275,0.725,69.23,TRUE
2654,URML,61,0.85,69.23,BERM,0.275,0.725,69.23,TRUE
2655,URML,61,0.47,69.23,BERM,0.275,0.725,69.23,TRUE
2656,URML,61,1.42,69.23,BERM,0.275,0.725,69.23,TRUE
2657,URML,61,0.66,69.23,BERM,0.275,0.725,69.23,TRUE
2658,URML,61,0.19,69.23,BERM,0.275,0.725,69.23,TRUE
2659,URML,61,0.09,69.23,BERM,0.275,0.725,69.23,TRUE
2660,URML,61,0.76,69.23,BERM,0.275,0.725,69.23,TRUE
2661,URML,61,2.27,69.23,BERM,0.275,0.725,69.23,TRUE
2662,URML,61,0.09,69.23,BERM,0.275,0.725,69.23,TRUE
2663,URML,61,1.51,69.23,BERM,0.275,0.725,69.23,TRUE
2664,URML,61,6.63,69.23,BERM,0.275,0.725,69.23,TRUE
2665,FRST,55,1.33,55,FRST,0,1,55,TRUE
2666,FRST,55,3.03,55,FRST,0,1,55,TRUE
2667,FRST,55,1.99,55,FRST,0,1,55,TRUE
2668,FRST,55,7.48,55,FRST,0,1,55,TRUE
2669,FRST,55,1.23,55,FRST,0,1,55,TRUE
2670,FRST,55,5.68,55,FRST,0,1,55,TRUE
2671,FRST,55,5.77,55,FRST,0,1,55,TRUE
2672,FRST,55,6.53,55,FRST,0,1,55,TRUE
2673,FRST,55,0.95,55,FRST,0,1,55,TRUE
2674,FRST,55,16.19,55,FRST,0,1,55,TRUE
2675,FRST,55,16,55,FRST,0,1,55,TRUE
2676,FRST,55,5.49,55,FRST,0,1,55,TRUE
2677,FRST,55,1.7,55,FRST,0,1,55,TRUE
2678,FRST,55,2.27,55,FRST,0,1,55,TRUE
2679,FRST,55,1.14,55,FRST,0,1,55,TRUE
2680,FRST,55,0.38,55,FRST,0,1,55,TRUE
2681,FRST,55,3.12,55,FRST,0,1,55,TRUE
2682,FRST,55,0.28,55,FRST,0,1,55,TRUE
2683,FRST,55,0.57,55,FRST,0,1,55,TRUE
2684,FRST,55,0.57,55,FRST,0,1,55,TRUE
2685,FRST,55,0.47,55,FRST,0,1,55,TRUE
2686,FRST,55,0.19,55,FRST,0,1,55,TRUE
2687,FRST,55,8.61,55,FRST,0,1,55,TRUE
2688,FRST,55,12.21,55,FRST,0,1,55,TRUE
2689,FRST,70,8.8,70,FRST,0,1,70,TRUE
2690,FRST,70,4.54,70,FRST,0,1,70,TRUE
2691,FRST,70,0.19,70,FRST,0,1,70,TRUE
2692,FRST,55,0.19,55,FRST,0,1,55,TRUE
2693,FRST,55,5.59,55,FRST,0,1,55,TRUE
2694,FRST,55,2.37,55,FRST,0,1,55,TRUE
2695,FRST,55,35.97,55,FRST,0,1,55,TRUE
2696,FRST,55,5.68,55,FRST,0,1,55,TRUE
2697,FRST,55,47.43,55,FRST,0,1,55,TRUE
2698,FRST,55,3.98,55,FRST,0,1,55,TRUE
2699,FRST,55,9.28,55,FRST,0,1,55,TRUE
2700,FRST,55,6.63,55,FRST,0,1,55,TRUE
2701,FRST,70,6.91,70,FRST,0,1,70,TRUE
2702,FRST,70,0.76,70,FRST,0,1,70,TRUE
2703,FRST,70,18.46,70,FRST,0,1,70,TRUE
2704,FRST,70,0.19,70,FRST,0,1,70,TRUE
2705,FRST,70,5.02,70,FRST,0,1,70,TRUE
2706,FRST,70,36.35,70,FRST,0,1,70,TRUE
2707,FRST,55,0.47,55,FRST,0,1,55,TRUE
2708,FRST,55,11.64,55,FRST,0,1,55,TRUE
2709,FRST,55,9.84,55,FRST,0,1,55,TRUE
2710,FRST,55,4.73,55,FRST,0,1,55,TRUE
2711,FRST,55,8.9,55,FRST,0,1,55,TRUE
2712,FRST,55,0.95,55,FRST,0,1,55,TRUE
2713,FRST,55,2.84,55,FRST,0,1,55,TRUE
2714,FRST,55,8.14,55,FRST,0,1,55,TRUE
2715,FRST,55,1.23,55,FRST,0,1,55,TRUE
2716,FRST,55,5.68,55,FRST,0,1,55,TRUE
2717,FRST,55,0.57,55,FRST,0,1,55,TRUE
2718,FRST,55,0.19,55,FRST,0,1,55,TRUE
2719,FRST,55,1.04,55,FRST,0,1,55,TRUE
2720,FRST,55,3.31,55,FRST,0,1,55,TRUE
2721,FRST,55,1.51,55,FRST,0,1,55,TRUE
2722,FRST,55,22.25,55,FRST,0,1,55,TRUE
2723,FRST,55,5.59,55,FRST,0,1,55,TRUE
2724,FRST,55,28.3,55,FRST,0,1,55,TRUE
2725,FRST,55,28.02,55,FRST,0,1,55,TRUE
2726,FRST,55,8.71,55,FRST,0,1,55,TRUE
2727,FRST,55,2.93,55,FRST,0,1,55,TRUE
2728,FRST,55,3.03,55,FRST,0,1,55,TRUE
2729,FRST,55,6.34,55,FRST,0,1,55,TRUE
2730,FRST,55,15.34,55,FRST,0,1,55,TRUE
2731,FRST,55,1.14,55,FRST,0,1,55,TRUE
2732,FRST,55,3.5,55,FRST,0,1,55,TRUE
2733,FRST,55,4.73,55,FRST,0,1,55,TRUE
2734,FRST,55,0.19,55,FRST,0,1,55,TRUE
2735,FRST,55,9.09,55,FRST,0,1,55,TRUE
2736,FRST,55,1.99,55,FRST,0,1,55,TRUE
2737,FRST,55,0.76,55,FRST,0,1,55,TRUE
2738,FRST,55,0.38,55,FRST,0,1,55,TRUE
2739,FRST,55,0.47,55,FRST,0,1,55,TRUE
2740,FRST,55,0.47,55,FRST,0,1,55,TRUE
2741,FRST,55,3.03,55,FRST,0,1,55,TRUE
2742,FRST,55,0.47,55,FRST,0,1,55,TRUE
2743,FRST,55,1.14,55,FRST,0,1,55,TRUE
2744,FRST,55,0.38,55,FRST,0,1,55,TRUE
2745,FRST,55,53.96,55,FRST,0,1,55,TRUE
2746,FRST,55,0.09,55,FRST,0,1,55,TRUE
2747,FRST,55,22.91,55,FRST,0,1,55,TRUE
2748,AGRL,65.14,0.09,65.14,AGRL,0,1,65.14,TRUE
2749,AGRL,65.14,0.28,65.14,AGRL,0,1,65.14,TRUE
2750,AGRL,65.14,0.09,65.14,AGRL,0,1,65.14,TRUE
2751,AGRL,76.23,0.47,76.23,AGRL,0,1,76.23,TRUE
2752,AGRL,76.23,0.09,76.23,AGRL,0,1,76.23,TRUE
2753,AGRL,65.14,0.09,65.14,AGRL,0,1,65.14,TRUE
2754,AGRL,65.14,0.09,65.14,AGRL,0,1,65.14,TRUE
2755,AGRL,76.23,0.09,76.23,AGRL,0,1,76.23,TRUE
2756,AGRL,65.14,0.47,65.14,AGRL,0,1,65.14,TRUE
2757,AGRL,65.14,0.19,65.14,AGRL,0,1,65.14,TRUE
2758,AGRL,65.14,0.09,65.14,AGRL,0,1,65.14,TRUE
2759,AGRL,65.14,6.25,65.14,AGRL,0,1,65.14,TRUE
2760,AGRL,65.14,6.53,65.14,AGRL,0,1,65.14,TRUE
2761,AGRL,65.14,0.28,65.14,AGRL,0,1,65.14,TRUE
2762,AGRL,65.14,5.49,65.14,AGRL,0,1,65.14,TRUE
2763,AGRL,65.14,0.09,65.14,AGRL,0,1,65.14,TRUE
2764,AGRL,65.14,0.57,65.14,AGRL,0,1,65.14,TRUE
2765,AGRL,65.14,0.19,65.14,AGRL,0,1,65.14,TRUE
2766,AGRL,65.14,1.42,65.14,AGRL,0,1,65.14,TRUE
2767,AGRL,65.14,0.38,65.14,AGRL,0,1,65.14,TRUE
2768,AGRL,65.14,1.8,65.14,AGRL,0,1,65.14,TRUE
2769,AGRL,65.14,0.28,65.14,AGRL,0,1,65.14,TRUE
2770,AGRL,65.14,0.19,65.14,AGRL,0,1,65.14,TRUE
2771,AGRL,65.14,0.09,65.14,AGRL,0,1,65.14,TRUE
2772,AGRL,65.14,0.57,65.14,AGRL,0,1,65.14,TRUE
2773,AGRL,65.14,0.38,65.14,AGRL,0,1,65.14,TRUE
2774,AGRL,65.14,0.19,65.14,AGRL,0,1,65.14,TRUE
2775,AGRL,65.14,0.47,65.14,AGRL,0,1,65.14,TRUE
2776,AGRL,65.14,0.47,65.14,AGRL,0,1,65.14,TRUE
2777,AGRL,65.14,0.47,65.14,AGRL,0,1,65.14,TRUE
2778,AGRL,65.14,0.09,65.14,AGRL,0,1,65.14,TRUE
2779,AGRL,65.14,0.57,65.14,AGRL,0,1,65.14,TRUE
2780,WETN,69,0.09,69,WETN,0,1,69,TRUE
2781,WETN,69,0.09,69,WETN,0,1,69,TRUE
2782,WETN,69,0.19,69,WETN,0,1,69,TRUE
2783,WETN,69,0.09,69,WETN,0,1,69,TRUE
2784,WETN,69,0.38,69,WETN,0,1,69,TRUE
2785,WETN,69,0.09,69,WETN,0,1,69,TRUE
2786,WETN,69,0.28,69,WETN,0,1,69,TRUE
2787,WETN,69,0.19,69,WETN,0,1,69,TRUE
2788,WETN,69,0.19,69,WETN,0,1,69,TRUE
2789,WETN,79,0.09,79,WETN,0,1,79,TRUE
2790,WETN,79,0.09,79,WETN,0,1,79,TRUE
2791,WETN,69,0.09,69,WETN,0,1,69,TRUE
2792,WETN,69,0.28,69,WETN,0,1,69,TRUE
2793,WETN,69,0.09,69,WETN,0,1,69,TRUE
2794,WETN,79,0.19,79,WETN,0,1,79,TRUE
2795,WETN,69,0.09,69,WETN,0,1,69,TRUE
2796,WETN,69,1.04,69,WETN,0,1,69,TRUE
2797,WETN,69,11.74,69,WETN,0,1,69,TRUE
2798,WETN,69,3.88,69,WETN,0,1,69,TRUE
2799,WETN,69,0.38,69,WETN,0,1,69,TRUE
2800,WETN,69,0.09,69,WETN,0,1,69,TRUE
2801,WETN,69,0.09,69,WETN,0,1,69,TRUE
2802,WETN,69,0.09,69,WETN,0,1,69,TRUE
2803,WETN,69,0.57,69,WETN,0,1,69,TRUE
2804,WETN,69,0.28,69,WETN,0,1,69,TRUE
2805,WETN,69,0.09,69,WETN,0,1,69,TRUE
2806,WETN,69,0.28,69,WETN,0,1,69,TRUE
2807,WETN,69,0.66,69,WETN,0,1,69,TRUE
2808,WETN,69,0.76,69,WETN,0,1,69,TRUE
2809,WETN,69,0.19,69,WETN,0,1,69,TRUE
2810,WETN,69,0.28,69,WETN,0,1,69,TRUE
2811,WETN,69,0.28,69,WETN,0,1,69,TRUE
2812,WETN,69,1.14,69,WETN,0,1,69,TRUE
2813,WETN,69,0.09,69,WETN,0,1,69,TRUE
2814,WETN,84,0.47,84,WETN,0,1,84,TRUE
2815,WETN,69,0.19,69,WETN,0,1,69,TRUE
2816,WETN,69,0.28,69,WETN,0,1,69,TRUE
