index,date,flow_cms ,day,month,year
1554,40419,1.23744416,29,8,2010
1555,40420,0.79853376,30,8,2010
1556,40421,0.5521776,31,8,2010
1557,40422,0.3964352,1,9,2010
1558,40423,0.43041536,2,9,2010
1559,40424,0.41342528,3,9,2010
1560,40425,0.33130656,4,9,2010
1561,40426,0.38794016,5,9,2010
1562,40427,0.41342528,6,9,2010
1563,40428,0.248338336,7,9,2010
1564,40429,0.24635616,8,9,2010
1565,40430,0.232764096,9,9,2010
1566,40431,0.208694816,10,9,2010
1567,40432,0.186041376,11,9,2010
1568,40433,0.17839584,12,9,2010
1569,40434,0.180661184,13,9,2010
1570,40435,0.183492864,14,9,2010
1571,40436,0.176130496,15,9,2010
1572,40437,0.16848496,16,9,2010
1573,40438,0.243241312,17,9,2010
1574,40439,0.201332448,18,9,2010
1575,40440,0.186607712,19,9,2010
1576,40441,0.188589888,20,9,2010
1577,40442,0.179528512,21,9,2010
1578,40443,0.133938464,22,9,2010
1579,40444,0.156875072,23,9,2010
1580,40445,0.148096864,24,9,2010
1581,40446,0.146681024,25,9,2010
1582,40447,0.138469152,26,9,2010
1583,40448,0.142716672,27,9,2010
1584,40449,0.177546336,28,9,2010
1585,40450,0.2619304,29,9,2010
1586,40451,0.194819584,30,9,2010
1587,40452,0.36528672,1,10,2010
1588,40453,0.64562304,2,10,2010
1589,40454,0.79003872,3,10,2010
1590,40455,0.69942496,4,10,2010
1591,40456,0.56916768,5,10,2010
1592,40457,0.47572224,6,10,2010
1593,40458,0.58332608,7,10,2010
1594,40459,0.566336,8,10,2010
1595,40460,0.45873216,9,10,2010
1596,40461,0.264195744,10,10,2010
1597,40462,0.267876928,11,10,2010
1598,40463,0.49837568,12,10,2010
1599,40464,0.34263328,13,10,2010
1600,40465,0.252302688,14,10,2010
1601,40466,1.1043552,15,10,2010
1602,40467,4.5873216,16,10,2010
1603,40468,6.8243488,17,10,2010
1604,40469,4.0493024,18,10,2010
1605,40470,2.77787808,19,10,2010
1606,40471,2.31348256,20,10,2010
1607,40472,1.97934432,21,10,2010
1608,40473,1.80944352,22,10,2010
1609,40474,1.71599808,23,10,2010
1610,40475,1.7556416,24,10,2010
1611,40476,1.75280992,25,10,2010
1612,40477,1.95952256,26,10,2010
1613,40478,2.42958144,27,10,2010
1614,40479,3.4546496,28,10,2010
1615,40480,3.7944512,29,10,2010
1616,40481,3.1431648,30,10,2010
1617,40482,2.70991776,31,10,2010
1618,40483,2.53718528,1,11,2010
1619,40484,2.33896768,2,11,2010
1620,40485,2.19738368,3,11,2010
1621,40486,2.24552224,4,11,2010
1622,40487,3.398016,5,11,2010
1623,40488,5.1819744,6,11,2010
1624,40489,4.0493024,7,11,2010
1625,40490,3.398016,8,11,2010
1626,40491,3.7378176,9,11,2010
1627,40492,3.6245504,10,11,2010
1628,40493,3.1714816,11,11,2010
1629,40494,2.69859104,12,11,2010
1630,40495,2.32764096,13,11,2010
1631,40496,2.10393824,14,11,2010
1632,40497,1.95102752,15,11,2010
1633,40498,1.86607712,16,11,2010
1634,40499,3.4263328,17,11,2010
1635,40500,8.636624,18,11,2010
1636,40501,5.7199936,19,11,2010
1637,40502,4.2192032,20,11,2010
1638,40503,3.6245504,21,11,2010
1639,40504,3.114848,22,11,2010
1640,40505,2.82318496,23,11,2010
1641,40506,2.65611584,24,11,2010
1642,40507,2.406928,25,11,2010
1643,40508,2.35312608,26,11,2010
1644,40509,2.72973952,27,11,2010
1645,40510,2.8599968,28,11,2010
1646,40511,2.57399712,29,11,2010
1647,40512,2.28516576,30,11,2010
1648,40695,2.70708608,1,6,2011
1649,40696,2.44657152,2,6,2011
1650,40697,2.19738368,3,6,2011
1651,40698,1.9397008,4,6,2011
1652,40699,1.84908704,5,6,2011
1653,40700,1.6706912,6,6,2011
1654,40701,1.41017664,7,6,2011
1655,40702,1.24310752,8,6,2011
1656,40703,1.19496896,9,6,2011
1657,40704,1.34787968,10,6,2011
1658,40705,1.47530528,11,6,2011
1659,40706,2.01615616,12,6,2011
1660,40707,2.45506656,13,6,2011
1661,40708,2.20021536,14,6,2011
1662,40709,1.90288896,15,6,2011
1663,40710,1.64520608,16,6,2011
1664,40711,1.39318656,17,6,2011
1665,40712,1.36203808,18,6,2011
1666,40713,1.62538432,19,6,2011
1667,40714,1.37053312,20,6,2011
1668,40715,1.11568192,21,6,2011
1669,40716,0.97976128,22,6,2011
1670,40717,1.0477216,23,6,2011
1671,40718,1.23744416,24,6,2011
1672,40719,1.78112672,25,6,2011
1673,40720,2.05013632,26,6,2011
1674,40721,1.73865152,27,6,2011
1675,40722,1.42433504,28,6,2011
1676,40723,1.22328576,29,6,2011
1677,40724,1.132672,30,6,2011
1678,40725,1.01090976,1,7,2011
1679,40726,0.8919792,2,7,2011
1680,40727,0.80986048,3,7,2011
1681,40728,0.8070288,4,7,2011
1682,40729,0.81269216,5,7,2011
1683,40730,0.96843456,6,7,2011
1684,40731,0.96843456,7,7,2011
1685,40732,0.8778208,8,7,2011
1686,40733,0.44457376,9,7,2011
1687,40734,0.232764096,10,7,2011
1688,40735,0.33130656,11,7,2011
1689,40736,0.424752,12,7,2011
1690,40737,0.4530688,13,7,2011
1691,40738,0.52669248,14,7,2011
1692,40739,0.69092992,15,7,2011
1693,40740,0.61447456,16,7,2011
1694,40741,0.54085088,17,7,2011
1695,40742,0.51253408,18,7,2011
1696,40743,0.57199936,19,7,2011
1697,40744,0.4813856,20,7,2011
1698,40745,0.204164128,21,7,2011
1699,40746,0.174431488,22,7,2011
1700,40747,0.2973264,23,7,2011
1701,40748,0.32847488,24,7,2011
1702,40749,0.36245504,25,7,2011
1703,40750,0.45023712,26,7,2011
1704,40751,0.566336,27,7,2011
1705,40752,0.58332608,28,7,2011
1706,40753,0.78154368,29,7,2011
1707,40754,1.00241472,30,7,2011
1708,40755,0.92312768,31,7,2011
1709,40756,0.8919792,1,8,2011
1710,40757,0.920296,2,8,2011
1711,40758,0.87498912,3,8,2011
1712,40759,0.70508832,4,8,2011
1713,40760,0.57199936,5,8,2011
1714,40761,0.495544,6,8,2011
1715,40762,0.50687072,7,8,2011
1716,40763,0.57766272,8,8,2011
1717,40764,0.54651424,9,8,2011
1718,40765,0.60314784,10,8,2011
1719,40766,0.61164288,11,8,2011
1720,40767,0.56916768,12,8,2011
1721,40768,0.4105936,13,8,2011
1722,40769,0.221154208,14,8,2011
1723,40770,0.30298976,15,8,2011
1724,40771,0.86932576,16,8,2011
1725,40772,1.06754336,17,8,2011
1726,40773,1.3025728,18,8,2011
1727,40774,1.25726592,19,8,2011
1728,40775,1.16382048,20,8,2011
1729,40776,1.0477216,21,8,2011
1730,40777,0.88914752,22,8,2011
1731,40778,0.79003872,23,8,2011
1732,40779,0.75322688,24,8,2011
1733,40780,0.74756352,25,8,2011
1734,40781,0.79853376,26,8,2011
1735,40782,0.88631584,27,8,2011
1736,40783,3.7095008,28,8,2011
1737,40784,16.848496,29,8,2011
1738,40785,13.1956288,30,8,2011
1739,40786,6.7110816,31,8,2011
1740,40787,4.3607872,1,9,2011
1741,40788,3.2847488,2,9,2011
1742,40789,2.33896768,3,9,2011
1743,40790,1.86041376,4,9,2011
1744,40791,1.60556256,5,9,2011
1745,40792,1.7556416,6,9,2011
1746,40793,3.3413824,7,9,2011
1747,40794,6.7393984,8,9,2011
1748,40795,6.3995968,9,9,2011
1749,40796,4.4740544,10,9,2011
1750,40797,3.3413824,11,9,2011
1751,40798,2.69575936,12,9,2011
1752,40799,2.2228688,13,9,2011
1753,40800,1.90572064,14,9,2011
1754,40801,1.68768128,15,9,2011
1755,40802,1.699008,16,9,2011
1756,40803,1.5857408,17,9,2011
1757,40804,1.4016816,18,9,2011
1758,40805,1.274256,19,9,2011
1759,40806,1.14966208,20,9,2011
1760,40807,1.14399872,21,9,2011
1761,40808,1.20063232,22,9,2011
1762,40809,1.36486976,23,9,2011
1763,40810,2.55983872,24,9,2011
1764,40811,4.4457376,25,9,2011
1765,40812,3.398016,26,9,2011
1766,40813,2.65894752,27,9,2011
1767,40814,2.09827488,28,9,2011
1768,40815,1.95102752,29,9,2011
1769,40816,5.1253408,30,9,2011
1770,40817,5.9748448,1,10,2011
1771,40818,5.946528,2,10,2011
1772,40819,10.9302848,3,10,2011
1773,40820,12.3744416,4,10,2011
1774,40821,13.025728,5,10,2011
1775,40822,9.7976128,6,10,2011
1776,40823,6.1730624,7,10,2011
1777,40824,4.8421728,8,10,2011
1778,40825,3.9926688,9,10,2011
1779,40826,3.3696992,10,10,2011
1780,40827,3.1714816,11,10,2011
1781,40828,2.83168,12,10,2011
1782,40829,2.73540288,13,10,2011
1783,40830,4.105936,14,10,2011
1784,40831,11.4966208,15,10,2011
1785,40832,11.4116704,16,10,2011
1786,40833,7.0792,17,10,2011
1787,40834,5.2952416,18,10,2011
1788,40835,4.5590048,19,10,2011
1789,40836,7.1075168,20,10,2011
1790,40837,8.7498912,21,10,2011
1791,40838,6.4279136,22,10,2011
1792,40839,5.238608,23,10,2011
1793,40840,4.6156384,24,10,2011
1794,40841,4.24752,25,10,2011
1795,40842,3.9077184,26,10,2011
1796,40843,4.0776192,27,10,2011
1797,40844,5.804944,28,10,2011
1798,40845,5.4368256,29,10,2011
1799,40846,5.6916768,30,10,2011
1800,40847,6.7393984,31,10,2011
1801,40848,6.6827648,1,11,2011
1802,40849,6.8526656,2,11,2011
1803,40850,6.9659328,3,11,2011
1804,40851,6.5411808,4,11,2011
1805,40852,5.6067264,5,11,2011
1806,40853,4.7855392,6,11,2011
1807,40854,4.2758368,7,11,2011
1808,40855,3.9360352,8,11,2011
1809,40856,3.7378176,9,11,2011
1810,40857,4.6156384,10,11,2011
1811,40858,12.600976,11,11,2011
1812,40859,13.9035488,12,11,2011
1813,40860,8.6932576,13,11,2011
1814,40861,6.8526656,14,11,2011
1815,40862,6.1164288,15,11,2011
1816,40863,5.6916768,16,11,2011
1817,40864,6.088112,17,11,2011
1818,40865,5.6916768,18,11,2011
1819,40866,4.7005888,19,11,2011
1820,40867,4.2758368,20,11,2011
1821,40868,3.964352,21,11,2011
1822,40869,3.6245504,22,11,2011
1823,40870,5.5500928,23,11,2011
1824,40871,6.1447456,24,11,2011
1825,40872,5.2102912,25,11,2011
1826,40873,5.3235584,26,11,2011
1827,40874,6.1730624,27,11,2011
1828,40875,6.3429632,28,11,2011
1829,40876,6.1730624,29,11,2011
1830,40877,9.769296,30,11,2011
