index,flow_cms,date,day,month,year
1535,1.2459392,40400,10,8,2010
1536,1.19496896,40401,11,8,2010
1537,1.132672,40402,12,8,2010
1538,1.1043552,40403,13,8,2010
1539,1.06188,40404,14,8,2010
1540,1.02223648,40405,15,8,2010
1541,1.00241472,40406,16,8,2010
1542,0.97126624,40407,17,8,2010
1543,0.90896928,40408,18,8,2010
1544,0.83817728,40409,19,8,2010
1545,0.75322688,40410,20,8,2010
1546,0.74756352,40411,21,8,2010
1547,0.7503952,40412,22,8,2010
1548,0.86083072,40413,23,8,2010
1549,1.06188,40414,24,8,2010
1550,12.0629568,40415,25,8,2010
1551,11.4399872,40416,26,8,2010
1552,7.5889024,40417,27,8,2010
1553,6.0031616,40418,28,8,2010
1554,5.0120736,40419,29,8,2010
1555,4.4740544,40420,30,8,2010
1556,5.8615776,40421,31,8,2010
1557,6.937616,40422,1,9,2010
1558,4.0209856,40423,2,9,2010
1559,2.65894752,40424,3,9,2010
1560,2.55134368,40425,4,9,2010
1561,1.20063232,40426,5,9,2010
1562,1.8830672,40427,6,9,2010
1563,1.91421568,40428,7,9,2010
1564,2.1096016,40429,8,9,2010
1565,1.72449312,40430,9,9,2010
1566,1.31106784,40431,10,9,2010
1567,1.132672,40432,11,9,2010
1568,1.1893056,40433,12,9,2010
1569,1.20912736,40434,13,9,2010
1570,1.274256,40435,14,9,2010
1571,0.95710784,40436,15,9,2010
1572,0.86649408,40437,16,9,2010
1573,0.89481088,40438,17,9,2010
1574,0.90047424,40439,18,9,2010
1575,0.85799904,40440,19,9,2010
1576,0.7928704,40441,20,9,2010
1577,0.7220784,40442,21,9,2010
1578,0.65411808,40443,22,9,2010
1579,0.60597952,40444,23,9,2010
1580,0.56067264,40445,24,9,2010
1581,0.5238608,40446,25,9,2010
1582,0.49837568,40447,26,9,2010
1583,0.47005888,40448,27,9,2010
1584,0.991088,40449,28,9,2010
1585,1.94819584,40450,29,9,2010
1586,1.53477056,40451,30,9,2010
1587,1.99350272,40452,1,10,2010
1588,2.70142272,40453,2,10,2010
1589,2.23985888,40454,3,10,2010
1590,2.24552224,40455,4,10,2010
1591,1.47813696,40456,5,10,2010
1592,5.3235584,40457,6,10,2010
1593,9.2879104,40458,7,10,2010
1594,9.0330592,40459,8,10,2010
1595,9.3728608,40460,9,10,2010
1596,9.0330592,40461,10,10,2010
1597,7.7021696,40462,11,10,2010
1598,6.2580128,40463,12,10,2010
1599,4.8704896,40464,13,10,2010
1600,3.8794016,40465,14,10,2010
1601,9.91088,40466,15,10,2010
1602,8.6649408,40467,16,10,2010
1603,8.2685056,40468,17,10,2010
1604,8.4384064,40469,18,10,2010
1605,9.1746432,40470,19,10,2010
1606,8.6649408,40471,20,10,2010
1607,7.1641504,40472,21,10,2010
1608,5.6067264,40473,22,10,2010
1609,4.5590048,40474,23,10,2010
1610,3.9077184,40475,24,10,2010
1611,3.5962336,40476,25,10,2010
1612,3.3130656,40477,26,10,2010
1613,3.3696992,40478,27,10,2010
1614,3.4829664,40479,28,10,2010
1615,3.2847488,40480,29,10,2010
1616,3.1431648,40481,30,10,2010
1617,2.9449472,40482,31,10,2010
1618,2.78637312,40483,1,11,2010
1619,2.6476208,40484,2,11,2010
1620,2.67310592,40485,3,11,2010
1621,3.7095008,40486,4,11,2010
1622,5.804944,40487,5,11,2010
1623,5.5500928,40488,6,11,2010
1624,5.5500928,40489,7,11,2010
1625,7.7021696,40490,8,11,2010
1626,9.4294944,40491,9,11,2010
1627,9.7126624,40492,10,11,2010
1628,9.627712,40493,11,11,2010
1629,9.0896928,40494,12,11,2010
1630,8.2685056,40495,13,11,2010
1631,7.5322688,40496,14,11,2010
1632,6.7677152,40497,15,11,2010
1633,5.9748448,40498,16,11,2010
1634,8.8065248,40499,17,11,2010
1635,8.2968224,40500,18,11,2010
1636,8.1269216,40501,19,11,2010
1637,8.4667232,40502,20,11,2010
1638,8.2968224,40503,21,11,2010
1639,7.9853376,40504,22,11,2010
1640,8.4384064,40505,23,11,2010
1641,8.0986048,40506,24,11,2010
1642,7.7304864,40507,25,11,2010
1643,7.5889024,40508,26,11,2010
1644,7.1075168,40509,27,11,2010
1645,6.7393984,40510,28,11,2010
1646,6.5694976,40511,29,11,2010
1647,6.3995968,40512,30,11,2010
1648,7.1358336,40695,1,6,2011
1649,9.1463264,40696,2,6,2011
1650,8.211872,40697,3,6,2011
1651,8.1552384,40698,4,6,2011
1652,8.1552384,40699,5,6,2011
1653,7.5322688,40700,6,6,2011
1654,7.4756352,40701,7,6,2011
1655,6.8243488,40702,8,6,2011
1656,6.4562304,40703,9,6,2011
1657,6.6261312,40704,10,6,2011
1658,6.229696,40705,11,6,2011
1659,8.6932576,40706,12,6,2011
1660,8.5516736,40707,13,6,2011
1661,8.3817728,40708,14,6,2011
1662,7.9570208,40709,15,6,2011
1663,8.3251392,40710,16,6,2011
1664,8.2685056,40711,17,6,2011
1665,7.6738528,40712,18,6,2011
1666,6.7110816,40713,19,6,2011
1667,5.946528,40714,20,6,2011
1668,4.5873216,40715,21,6,2011
1669,5.0120736,40716,22,6,2011
1670,8.5233568,40717,23,6,2011
1671,8.1552384,40718,24,6,2011
1672,9.2312768,40719,25,6,2011
1673,10.1090976,40720,26,6,2011
1674,9.6843456,40721,27,6,2011
1675,9.2595936,40722,28,6,2011
1676,9.1463264,40723,29,6,2011
1677,8.3817728,40724,30,6,2011
1678,7.5605856,40725,1,7,2011
1679,6.5411808,40726,2,7,2011
1680,5.804944,40727,3,7,2011
1681,5.1536576,40728,4,7,2011
1682,4.5873216,40729,5,7,2011
1683,3.4829664,40730,6,7,2011
1684,3.3696992,40731,7,7,2011
1685,3.5396,40732,8,7,2011
1686,4.0776192,40733,9,7,2011
1687,3.9077184,40734,10,7,2011
1688,3.822768,40735,11,7,2011
1689,3.822768,40736,12,7,2011
1690,3.7095008,40737,13,7,2011
1691,4.3607872,40738,14,7,2011
1692,3.5396,40739,15,7,2011
1693,3.1431648,40740,16,7,2011
1694,2.9449472,40741,17,7,2011
1695,2.7184128,40742,18,7,2011
1696,2.5060368,40743,19,7,2011
1697,2.33330432,40744,20,7,2011
1698,2.15490848,40745,21,7,2011
1699,1.911384,40746,22,7,2011
1700,2.0246512,40747,23,7,2011
1701,1.90572064,40748,24,7,2011
1702,1.8122752,40749,25,7,2011
1703,2.01332448,40750,26,7,2011
1704,1.89439392,40751,27,7,2011
1705,1.76130496,40752,28,7,2011
1706,1.73581984,40753,29,7,2011
1707,2.00482944,40754,30,7,2011
1708,1.80094848,40755,31,7,2011
1709,1.66502784,40756,1,8,2011
1710,1.68768128,40757,2,8,2011
1711,1.97934432,40758,3,8,2011
1712,1.5432656,40759,4,8,2011
1713,1.3167312,40760,5,8,2011
1714,1.04205824,40761,6,8,2011
1715,2.79769984,40762,7,8,2011
1716,4.7289056,40763,8,8,2011
1717,4.6439552,40764,9,8,2011
1718,14.583152,40765,10,8,2011
1719,12.459392,40766,11,8,2011
1720,10.5055328,40767,12,8,2011
1721,10.5055328,40768,13,8,2011
1722,10.1374144,40769,14,8,2011
1723,11.4399872,40770,15,8,2011
1724,12.4310752,40771,16,8,2011
1725,11.2984032,40772,17,8,2011
1726,10.1090976,40773,18,8,2011
1727,9.5427616,40774,19,8,2011
1728,10.1374144,40775,20,8,2011
1729,9.0896928,40776,21,8,2011
1730,8.8348416,40777,22,8,2011
1731,7.4190016,40778,23,8,2011
1732,5.5784096,40779,24,8,2011
1733,5.9748448,40780,25,8,2011
1734,7.4473184,40781,26,8,2011
1735,9.8542464,40782,27,8,2011
1736,26.2496736,40783,28,8,2011
1737,22.3419552,40784,29,8,2011
1738,20.246512,40785,30,8,2011
1739,19.7368096,40786,31,8,2011
1740,19.6518592,40787,1,9,2011
1741,18.7740384,40788,2,9,2011
1742,18.0094848,40789,3,9,2011
1743,16.848496,40790,4,9,2011
1744,15.2344384,40791,5,9,2011
1745,15.6591904,40792,6,9,2011
1746,16.5936448,40793,7,9,2011
1747,21.6906688,40794,8,9,2011
1748,23.5312608,40795,9,9,2011
1749,22.5401728,40796,10,9,2011
1750,21.7756192,40797,11,9,2011
1751,20.9827488,40798,12,9,2011
1752,20.1615616,40799,13,9,2011
1753,18.8023552,40800,14,9,2011
1754,17.981168,40801,15,9,2011
1755,16.5936448,40802,16,9,2011
1756,15.3760224,40803,17,9,2011
1757,13.8469152,40804,18,9,2011
1758,12.6292928,40805,19,9,2011
1759,12.0912736,40806,20,9,2011
1760,11.0718688,40807,21,9,2011
1761,10.4205824,40808,22,9,2011
1762,9.9675136,40809,23,9,2011
1763,13.4221632,40810,24,9,2011
1764,13.025728,40811,25,9,2011
1765,12.884144,40812,26,9,2011
1766,12.459392,40813,27,9,2011
1767,11.2984032,40814,28,9,2011
1768,13.1389952,40815,29,9,2011
1769,15.149488,40816,30,9,2011
1770,16.5086944,40817,1,10,2011
1771,16.7918624,40818,2,10,2011
1772,15.8857248,40819,3,10,2011
1773,19.397008,40820,4,10,2011
1774,19.0855232,40821,5,10,2011
1775,17.2166144,40822,6,10,2011
1776,16.0273088,40823,7,10,2011
1777,15.2061216,40824,8,10,2011
1778,14.4698848,40825,9,10,2011
1779,13.4787968,40826,10,10,2011
1780,12.1479072,40827,11,10,2011
1781,10.3922656,40828,12,10,2011
1782,12.9124608,40829,13,10,2011
1783,15.007904,40830,14,10,2011
1784,17.2166144,40831,15,10,2011
1785,16.3671104,40832,16,10,2011
1786,15.6591904,40833,17,10,2011
1787,15.6308736,40834,18,10,2011
1788,18.2077024,40835,19,10,2011
1789,24.5506656,40836,20,10,2011
1790,23.219776,40837,21,10,2011
1791,21.7473024,40838,22,10,2011
1792,21.2942336,40839,23,10,2011
1793,20.8694816,40840,24,10,2011
1794,20.0482944,40841,25,10,2011
1795,19.6235424,40842,26,10,2011
1796,19.7084928,40843,27,10,2011
1797,19.8783936,40844,28,10,2011
1798,19.538592,40845,29,10,2011
1799,22.9082912,40846,30,10,2011
1800,23.3330432,40847,31,10,2011
1801,22.9932416,40848,1,11,2011
1802,22.7383904,40849,2,11,2011
1803,22.4552224,40850,3,11,2011
1804,21.803936,40851,4,11,2011
1805,20.0482944,40852,5,11,2011
1806,18.1793856,40853,6,11,2011
1807,17.2449312,40854,7,11,2011
1808,16.2255264,40855,8,11,2011
1809,15.291072,40856,9,11,2011
1810,15.7724576,40857,10,11,2011
1811,16.6219616,40858,11,11,2011
1812,15.8007744,40859,12,11,2011
1813,15.149488,40860,13,11,2011
1814,14.2150336,40861,14,11,2011
1815,13.4787968,40862,15,11,2011
1816,14.3283008,40863,16,11,2011
1817,16.9051296,40864,17,11,2011
1818,15.8290912,40865,18,11,2011
1819,15.8007744,40866,19,11,2011
1820,15.57424,40867,20,11,2011
1821,15.291072,40868,21,11,2011
1822,15.291072,40869,22,11,2011
1823,20.0199776,40870,23,11,2011
1824,19.7934432,40871,24,11,2011
1825,19.5669088,40872,25,11,2011
1826,19.397008,40873,26,11,2011
1827,19.4253248,40874,27,11,2011
1828,19.2837408,40875,28,11,2011
1829,18.8873056,40876,29,11,2011
1830,22.3419552,40877,30,11,2011
